Name,Region,Tier,Type,Base Item,Location,Armor,Agility,Shielding,Poise,Inure,Steadfast,Ethereal,Reflexes ,Evasion,Tempo ,Adaptability,Melee Prot.,Projectile Prot.,Magic Prot.,Blast Prot.,Fire Prot.,Feather Falling,Max Health,Max Health %,Regen,Life Drain,Sustenance,Anemia,Speed,Speed %,Adrenaline,Crippling,Attack Damage,Attack Damage %,Attack Speed,Attack Speed %,Magic Damage,Magic Damage %,Proj Damage,Proj Speed,Knockback Res.,Thorns,Base Spell Power,Base Attack Damage,Base Attack Speed,Base Proj Damage,Base Proj Speed,Base Throw Rate,Unbreaking,Mending,Unbreakable,Irreparability,Smite,Slayer,Duelist,Fire Aspect,Ice Aspect,Thunder Aspect,Knockback,Sweeping Edge,Decay,Hex Eater,Bleeding,Chaotic,Quake,Looting,Sniper,Point Blank,Flame,Frost,Spark,Punch,Infinity (bow),Quick Charge,Piercing,Multishot,Recoil,Efficiency,Sapper,Eruption,Multitool,Fortune,Silk Touch,Lure,Infinity (tool),Shrapnel,Abyssal,Gills,Respiration,Aqua Affinity,Depth Strider,Riptide,Inferno,Second Wind,Regicide,Aptitude,Retrieval,Intuition,Radiant,Darksight,Weightless,Triage,Soul Speed,Void Tether,Resurrection,Ineptitude,Vanishing,Two Handed,Corruption,Arcane Thrust,Rage of the Keter,Protection of the Depths,Persistent,Ashes of Eternity,Tier,Location,Health,Speed,Attack Damage,Attack Speed,Magic Damage,Tier,Location
Frodian Light of Unbalance,Isles,Patron,Wand,Blaze Rod,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65%,22,1,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,,,10,20
Frodian Saving Grace,Isles,Patron,Axe,Iron Axe,Celsian Isles,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,11,1,,,,,1,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Frodian Yeetcannon,Isles,Patron,Crossbow,Crossbow,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,12,1,,3,,,,,,,,,,3,,,,,,,,,,,,,3,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Gas Mask,Isles,Patron,Helmet,Player Head,Celsian Isles,,2,,,,,,,,,,,,,,,,,,,,,,,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,10,,,18%,,,,10,20
Gilded Gauntlet,Isles,Patron,Wand,Gold Ingot,Celsian Isles,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,60%,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Heaven's Lullaby,Isles,Patron,Chestplate,Golden Chestplate,Celsian Isles,2,,,,,,,,,,,,,,,,2,,20%,,,,,,20%,,,,15%,,-20%,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,25,20%,15%,-20%,,10,20
Heiress' Rapier,Isles,Patron,Wand,Iron Sword,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55%,9,1.6,,,,5,,,,,,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Hippolyta's Revenge,Isles,Patron,Bow,Bow,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.2,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Imminent Requiem,Isles,Patron,Bow,Bow,Celsian Isles,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,2,,1,,,,,,,,,,,,,,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Indomitable,Isles,Patron,Chestplate,Golden Chestplate,Celsian Isles,8.5,,,,,,,,,,,,,,,,,2,,,,,,,-40%,,,,,,,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,-40%,,,,10,20
Jeans of the Fire Eagle,Isles,Patron,Leggings,Leather Leggings,Celsian Isles,,5,,,,,,,,,,2,,3,,2,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,15%,,,,10,20
Jeweled Bunny Flippers,Isles,Patron,Boots,Chainmail Boots,Celsian Isles,3.79,,,,,,,,,,,,,,,,6,,,,,,,,-6%,,,,,,-9%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,10,,,-6%,,-9%,,10,20
Leggings of Insanity,Isles,Patron,Leggings,Chainmail Leggings,Celsian Isles,8.5,,,,,,,,,,,,,,4,1,3,-2,,,,,,,-5%,,,,,,18%,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-10,-5%,,18%,,10,20
Longtime Sunshine,Isles,Patron,Scythe,Iron Hoe,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,2,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Madman's Leggings,Isles,Patron,Leggings,Golden Leggings,Celsian Isles,6,,,,,,,,,,,,,,,,5,,,,,,,,20%,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,20%,,,,10,20
Midas Tooth,Isles,Patron,Scythe,Golden Hoe,Celsian Isles,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,9,1.4,,,,30,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Mitten of Madness,Isles,Patron,Scythe,Golden Hoe,Celsian Isles,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,0.5,10%,,,,,,15,1.5,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,10,,,,,,14%,10,20
Moon's Shadow,Isles,Patron,Sword,Stone Sword,Celsian Isles,,,,,,,,,,,,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,10,1.6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Necronomicon,Isles,Patron,Misc,Book,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Nightfall,Isles,Patron,Sword,Iron Sword,Celsian Isles,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.6,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Nightsister,Isles,Patron,Mainhand,Shield,Celsian Isles,,3.5,,,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,15%,,,,10,20
Ordinary Staff,Isles,Patron,Wand,Blaze Rod,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60%,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Perfect Christallizer,Isles,Patron,Misc,Totem of Undying,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Peripatetic Sandals,Isles,Patron,Boots,Leather Boots,Celsian Isles,,3,,,,,,,,,,,,,,,7,,,,,,,,20%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,10,,,20%,,,,10,20
Persistent Chains,Isles,Patron,Leggings,Chainmail Leggings,Celsian Isles,4,,,,,,,,,,,,,,2,,,,,1,,,,,10%,1,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10%,7%,,,10,20
Plaguebaron's Scythe,Isles,Patron,Scythe,Wooden Hoe,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,15,,,,,,,1,1,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Plebian Warblade,Isles,Patron,Offhand Sword,Iron Sword,Celsian Isles,,,,,,,,,,,,2,1,,,,,4,,,,,,,15%,,,,20%,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,10,,20,15%,20%,,,10,20
Polaris,Isles,Patron,Bow,Bow,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,8,1,,2,,,,,,,,,,,,,,,,,,,7,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,10,,,10%,,,,10,20
Pragmatism,Isles,Patron,Mainhand,Wooden Axe,Celsian Isles,,,,,,,,,,,,,2,,2,,,,,1,,2,,,16%,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,16%,,,,10,20
Prophetic Moonbeam,Isles,Patron,Offhand,Lantern,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,,,,,,10,20
Psycho Mask,Isles,Patron,Helmet,Player Head,Celsian Isles,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,1.5,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,30%,,,10,20
Shattered Sovereign,Isles,Patron,Chestplate,Chainmail Chestplate,Celsian Isles,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,10%,0.1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10%,8%,,10,20
Skyfeller,Isles,Patron,Pickaxe,Golden Pickaxe,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,15%,,,,,,,,,,,,,,8,2,,,,50,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,15%,,,,10,20
Square Halo,Isles,Patron,Helmet,Golden Helmet,Celsian Isles,1,1,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,40,,,,,10,20
Stalker's Repeater,Isles,Patron,Crossbow,Crossbow,Celsian Isles,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1.5,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Sunrise,Isles,Patron,Sword,Iron Sword,Celsian Isles,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,1.6,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
The Glass Canon,Isles,Patron,Offhand,Book,Celsian Isles,-3,-3,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,2,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,37%,10,20
The Lamb Chop,Isles,Patron,Consumable,Cooked Mutton,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
The White Cliff,Isles,Patron,Mainhand,Shield,Celsian Isles,4.5,,,,,,,,,,,,,,,,,,,,,,,,8%,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,8%,,,,10,20
Umbras Visage,Isles,Patron,Helmet,Chainmail Helmet,Celsian Isles,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,,20,,,,,10,20
Valkyrie Band,Isles,Patron,Offhand,Totem of Undying,Celsian Isles,6.5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,,,,,,,10,20
Violet Arc,Isles,Patron,Crossbow,Crossbow,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1.5,,2,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Vivace,Isles,Patron,Helmet,Leather Helmet,Celsian Isles,,9,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Voodoo Brew,Isles,Patron,Consumable,Potion,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10%,,,,10,20
Voodoo Brew - Zero Ultra,Isles,Patron,Consumable,Potion,Celsian Isles,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,17%,,,10,20
Wavering Omen,Isles,Patron,Boots,Leather Boots,Celsian Isles,4,,,,,,,1,,,1,,,,,,,2,,,,,,,,,,,,,,,10%,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,,,,10%,10,20
Wilt,Isles,Patron,Sword,Iron Sword,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,1,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,10,20
Agriva,Isles,Unique,Offhand Sword,Golden Sword,Celsian Isles,3.5,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Amina's Axe,Isles,Unique,Axe,Iron Axe,Celsian Isles,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.9,,,,,1,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Amulet of the Trade,Isles,Unique,Misc,Clock,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Apotheosis Spear (Fire),Isles,Unique,Trident,Trident,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.3,24,0.8,0.8,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Apotheosis Spear (Ice),Isles,Unique,Trident,Trident,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.3,22,0.8,0.8,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Apotheosis Spear (Thunder),Isles,Unique,Trident,Trident,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.3,22,0.8,0.8,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Bark!,Isles,Unique,Helmet,Player Head,Celsian Isles,2,2,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,10,,,,,9,20
Bewitched Firework,Isles,Unique,Misc,Firework Rocket,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Calvarium,Isles,Unique,Axe,Diamond Axe,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Celsian Heraldic Blade,Isles,Unique,Sword,Iron Sword,Celsian Isles,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Crest of Celsia,Isles,Unique,Bow,Bow,Celsian Isles,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,22,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Crystallizer,Isles,Unique,Misc,Emerald,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
D.R.E.A.M.,Isles,Unique,Mainhand,Fishing Rod,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.2,,,,,,1,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Embalmer's Trophy,Isles,Unique,Helmet,Player Head,Celsian Isles,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,5%,,,9,20
Excavator's Hardlamp,Isles,Unique,Helmet,Iron Helmet,Celsian Isles,7.5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,9,,,,,,,9,20
Freezeflame,Isles,Unique,Bow,Bow,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1.2,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Grindstone,Isles,Unique,Pickaxe,Stone Pickaxe,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Levyn's Pirate Hat,Isles,Unique,Helmet,Leather Helmet,Celsian Isles,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,10%,,9,20
Lyson's Head (helmet),Isles,Unique,Helmet,Player Head,Celsian Isles,,,,,,,,,,,,2,2,2,,,,3,,,,,,,,,,,,,,,,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,15,,,,,9,20
Lyson's Head (offhand),Isles,Unique,Offhand,Player Head,Celsian Isles,,,,,,,,,,,,2,2,2,,,,3,,,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,15,,15%,,,9,20
Medusa Flower,Isles,Unique,Offhand,Sea Pickle,Celsian Isles,2,,,,,,,,,,,,,,,,,2,10%,,,,,,10%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,22.5,10%,,,,9,20
Merchant's Curio,Isles,Unique,Offhand,Shears,Celsian Isles,,8,,,,,,,,,,,,,,,,,-20%,,,,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,-25,15%,,,,9,20
Myriad's Rapier,Isles,Unique,Sword,Golden Sword,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.6,,,,2,1,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Nettlegold Shiv,Isles,Unique,Offhand Sword,Golden Sword,Celsian Isles,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,7%,,,9,20
Night Rooster Boots,Isles,Unique,Boots,Leather Boots,Celsian Isles,,3,,,,,,,,1,,,,,,,,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,9,,,15%,,,,9,20
Night Rooster Cloak,Isles,Unique,Chestplate,Leather Chestplate,Celsian Isles,,3,,,,,,,,1,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,20%,,,,9,20
Night Rooster Hood,Isles,Unique,Helmet,Leather Helmet,Celsian Isles,,3,,,,,,,,1,,,,,,,5,,,,,,,,15%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,15%,,,,9,20
Night Rooster Leggings,Isles,Unique,Leggings,Leather Leggings,Celsian Isles,,3,,,,,,,,1,,,,,,,,,,,,,,,20%,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,20%,,,,9,20
Notched Pickaxe,Isles,Unique,Pickaxe,Iron Pickaxe,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,5,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Pirate's Flintlock,Isles,Unique,Crossbow,Crossbow,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.5,,1,,,,,,,,,,,,,,,,,,,4,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Red Rooster,Isles,Unique,Crossbow,Crossbow,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
Rootstrike,Isles,Unique,Sword,Stone Sword,Celsian Isles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,15,1,,,,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,20
